team_name,category,model,livery,championship_names,livery_id,model_folder
Honda Racing,F-Hitech_Gen2,Formula HiTech Gen2 Model3,United Racing #9,Formula 1 (HiTech Gen 2),51,formula_hitech_g2m3
Honda Racing,F-Hitech_Gen2,Formula HiTech Gen2 Model3,United Racing #10,Formula 1 (HiTech Gen 2),52,formula_hitech_g2m3
Embassy Hill,F-Hitech_Gen2,Formula HiTech Gen2 Model3,Team Hornsey #24,Formula 1 (HiTech Gen 2),53,formula_hitech_g2m3
Embassy Hill,F-Hitech_Gen2,Formula HiTech Gen2 Model3,Team Hornsey #25,Formula 1 (HiTech Gen 2),54,formula_hitech_g2m3
Martini Racing,F-Hitech_Gen2,Formula HiTech Gen2 Model3,Scuderia Faenza Girardi #26,Formula 1 (HiTech Gen 2),55,formula_hitech_g2m3
Martini Racing,F-Hitech_Gen2,Formula HiTech Gen2 Model3,Scuderia Faenza Girardi #27,Formula 1 (HiTech Gen 2),56,formula_hitech_g2m3
McLaren Racing,F-Hitech_Gen2,McLaren Cosworth MP4/8,McLaren MP4/8 #7,Formula 1 (HiTech Gen 2),51,mclaren_mp48
McLaren Racing,F-Hitech_Gen2,McLaren Cosworth MP4/8,McLaren MP4/8 #8,Formula 1 (HiTech Gen 2),52,mclaren_mp48
Brabham Racing Organisation,FE-G1,Formula Edge Model1,EuroTech Racing #11,Formula 1 (Edge),51,formula_edge_g1m1
Brabham Racing Organisation,FE-G1,Formula Edge Model1,EuroTech Racing #12,Formula 1 (Edge),52,formula_edge_g1m1
Scuderia Ferrari,FE-G1,Formula Edge Model1,Scuderia Forza #27,Formula 1 (Edge),53,formula_edge_g1m1
Scuderia Ferrari,FE-G1,Formula Edge Model1,Scuderia Forza #28,Formula 1 (Edge),54,formula_edge_g1m1
Honda Racing,FE-G1,Formula Edge Model2,United Racing #1,Formula 1 (Edge),51,formula_edge_g1m2
Honda Racing,FE-G1,Formula Edge Model2,United Racing #2,Formula 1 (Edge),52,formula_edge_g1m2
Reg Parnell Racing,FE-G1,Formula Edge Model2,Surrey Racing #3,Formula 1 (Edge),53,formula_edge_g1m2
Reg Parnell Racing,FE-G1,Formula Edge Model2,Surrey Racing #4,Formula 1 (Edge),54,formula_edge_g1m2
Hesketh Racing,FE-G1,Formula Edge Model2,Didcot Racing #5,Formula 1 (Edge),55,formula_edge_g1m2
Hesketh Racing,FE-G1,Formula Edge Model2,Didcot Racing #6,Formula 1 (Edge),56,formula_edge_g1m2
McLaren Racing,FE-G1,Formula Edge Model2,McLean G.P. #7,Formula 1 (Edge),57,formula_edge_g1m2
McLaren Racing,FE-G1,Formula Edge Model2,McLean G.P. #8,Formula 1 (Edge),58,formula_edge_g1m2
Team Lotus,FE-G1,Formula Edge Model2,Paddy G.P. #14,Formula 1 (Edge),59,formula_edge_g1m2
Team Lotus,FE-G1,Formula Edge Model2,Paddy G.P. #15,Formula 1 (Edge),60,formula_edge_g1m2
Williams Racing,FE-G1,Formula Edge Model2,Lione G.P. #25,Formula 1 (Edge),61,formula_edge_g1m2
Williams Racing,FE-G1,Formula Edge Model2,Lione G.P. #26,Formula 1 (Edge),62,formula_edge_g1m2
Lucky Strike Racing,FE-G1,Formula Edge Model3,Bolt-Work G.P. #9,Formula 1 (Edge),51,formula_edge_g1m3
Lucky Strike Racing,FE-G1,Formula Edge Model3,Bolt-Work G.P. #10,Formula 1 (Edge),52,formula_edge_g1m3
Embassy Hill,FE-G1,Formula Edge Model3,Team Hornsey #16,Formula 1 (Edge),53,formula_edge_g1m3
Embassy Hill,FE-G1,Formula Edge Model3,Team Hornsey #17,Formula 1 (Edge),54,formula_edge_g1m3
Copersucar Fittipaldi,FE-G1,Formula Edge Model3,Fortelli #21,Formula 1 (Edge),55,formula_edge_g1m3
Copersucar Fittipaldi,FE-G1,Formula Edge Model3,Fortelli #22,Formula 1 (Edge),56,formula_edge_g1m3
Martini Racing,FE-G1,Formula Edge Model3,Scuderia Faenza Girardi #23,Formula 1 (Edge),57,formula_edge_g1m3
Martini Racing,FE-G1,Formula Edge Model3,Scuderia Faenza Girardi #24,Formula 1 (Edge),58,formula_edge_g1m3
British Racing Motors,FE-G1,Formula Edge Model3,Zir-Win Motorsport #29,Formula 1 (Edge),59,formula_edge_g1m3
British Racing Motors,FE-G1,Formula Edge Model3,Zir-Win Motorsport #30,Formula 1 (Edge),60,formula_edge_g1m3
Martini Racing,F-V10_Gen1,Formula V10 Gen1,Scuderia Faenza Girardi #0,Formula 1 (V10 Gen 1),51,formula_v10_g1
Martini Racing,F-V10_Gen1,Formula V10 Gen1,Scuderia Faenza Girardi #1,Formula 1 (V10 Gen 1),52,formula_v10_g1
Lucky Strike Racing,F-V10_Gen1,Formula V10 Gen1,Bolt G.P. #2,Formula 1 (V10 Gen 1),53,formula_v10_g1
Lucky Strike Racing,F-V10_Gen1,Formula V10 Gen1,Bolt G.P. #3,Formula 1 (V10 Gen 1),54,formula_v10_g1
Scuderia Ferrari,F-V10_Gen1,Formula V10 Gen1,Scuderia Forza #4,Formula 1 (V10 Gen 1),55,formula_v10_g1
Scuderia Ferrari,F-V10_Gen1,Formula V10 Gen1,Scuderia Forza #5,Formula 1 (V10 Gen 1),56,formula_v10_g1
Williams Racing,F-V10_Gen1,Formula V10 Gen1,Lione G.P. #6,Formula 1 (V10 Gen 1),57,formula_v10_g1
Williams Racing,F-V10_Gen1,Formula V10 Gen1,Lione G.P. #7,Formula 1 (V10 Gen 1),58,formula_v10_g1
Hesketh Racing,F-V10_Gen1,Formula V10 Gen1,Didcot Racing #8,Formula 1 (V10 Gen 1),59,formula_v10_g1
Hesketh Racing,F-V10_Gen1,Formula V10 Gen1,Didcot Racing #9,Formula 1 (V10 Gen 1),60,formula_v10_g1
British Racing Motors,F-V10_Gen1,Formula V10 Gen1,Zir-Win Motorsport #10,Formula 1 (V10 Gen 1),61,formula_v10_g1
British Racing Motors,F-V10_Gen1,Formula V10 Gen1,Zir-Win Motorsport #11,Formula 1 (V10 Gen 1),62,formula_v10_g1
Team Lotus,F-V10_Gen1,Formula V10 Gen1,Paddy G.P. #12,Formula 1 (V10 Gen 1),63,formula_v10_g1
Team Lotus,F-V10_Gen1,Formula V10 Gen1,Paddy G.P. #14,Formula 1 (V10 Gen 1),64,formula_v10_g1
Reg Parnell Racing,F-V10_Gen1,Formula V10 Gen1,Surrey Racing #15,Formula 1 (V10 Gen 1),65,formula_v10_g1
Reg Parnell Racing,F-V10_Gen1,Formula V10 Gen1,Surrey Racing #16,Formula 1 (V10 Gen 1),66,formula_v10_g1
Copersucar Fittipaldi,F-V10_Gen1,Formula V10 Gen1,Stedman G.P. #17,Formula 1 (V10 Gen 1),67,formula_v10_g1
Copersucar Fittipaldi,F-V10_Gen1,Formula V10 Gen1,Stedman G.P. #18,Formula 1 (V10 Gen 1),68,formula_v10_g1
Embassy Hill,F-V10_Gen1,Formula V10 Gen1,United Racing #19,Formula 1 (V10 Gen 1),69,formula_v10_g1
Embassy Hill,F-V10_Gen1,Formula V10 Gen1,United Racing #20,Formula 1 (V10 Gen 1),70,formula_v10_g1
McLaren Racing,F-V10_Gen1,McLaren Mercedes MP4/12,McLaren MP4/12 #9,Formula 1 (V10 Gen 1),51,mclaren_mp4_12
McLaren Racing,F-V10_Gen1,McLaren Mercedes MP4/12,McLaren MP4/12 #10,Formula 1 (V10 Gen 1),52,mclaren_mp4_12
Brabham Racing Organisation,F-V10_Gen1,McLaren Mercedes MP4/12,McLaren MP4/12 Testcar #9,Formula 1 (V10 Gen 1),53,mclaren_mp4_12
Brabham Racing Organisation,F-V10_Gen1,McLaren Mercedes MP4/12,McLaren MP4/12 Testcar #10,Formula 1 (V10 Gen 1),54,mclaren_mp4_12
Hesketh Racing,F-V10_Gen2,Formula V10 Gen2,Didcot Racing #1,Formula 1 (V10 Gen 2),51,formula_v10
Hesketh Racing,F-V10_Gen2,Formula V10 Gen2,Didcot Racing #2,Formula 1 (V10 Gen 2),52,formula_v10
Lucky Strike Racing,F-V10_Gen2,Formula V10 Gen2,Bolt G.P. #3,Formula 1 (V10 Gen 2),53,formula_v10
Lucky Strike Racing,F-V10_Gen2,Formula V10 Gen2,Bolt G.P. #4,Formula 1 (V10 Gen 2),54,formula_v10
Embassy Hill,F-V10_Gen2,Formula V10 Gen2,Puma Racing #5,Formula 1 (V10 Gen 2),55,formula_v10
Embassy Hill,F-V10_Gen2,Formula V10 Gen2,Puma Racing #6,Formula 1 (V10 Gen 2),56,formula_v10
Reg Parnell Racing,F-V10_Gen2,Formula V10 Gen2,Roch G.P. #7,Formula 1 (V10 Gen 2),57,formula_v10
Reg Parnell Racing,F-V10_Gen2,Formula V10 Gen2,Roch G.P. #8,Formula 1 (V10 Gen 2),58,formula_v10
Team Lotus,F-V10_Gen2,Formula V10 Gen2,Paddy G.P. #9,Formula 1 (V10 Gen 2),59,formula_v10
Team Lotus,F-V10_Gen2,Formula V10 Gen2,Paddy G.P. #10,Formula 1 (V10 Gen 2),60,formula_v10
Brabham Racing Organisation,F-V10_Gen2,Formula V10 Gen2,Strike G.P. #12,Formula 1 (V10 Gen 2),61,formula_v10
Brabham Racing Organisation,F-V10_Gen2,Formula V10 Gen2,Full Force Racing #43,Formula 1 (V10 Gen 2),70,formula_v10
Martini Racing,F-V10_Gen2,Formula V10 Gen2,Scuderia Faenza Girardi #14,Formula 1 (V10 Gen 2),62,formula_v10
Martini Racing,F-V10_Gen2,Formula V10 Gen2,Scuderia Faenza Girardi #15,Formula 1 (V10 Gen 2),63,formula_v10
British Racing Motors,F-V10_Gen2,Formula V10 Gen2,Zir-Win Motorsport #18,Formula 1 (V10 Gen 2),64,formula_v10
British Racing Motors,F-V10_Gen2,Formula V10 Gen2,Zir-Win Motorsport #19,Formula 1 (V10 Gen 2),65,formula_v10
Scuderia Ferrari,F-V10_Gen2,Formula V10 Gen2,Scuderia Forza #20,Formula 1 (V10 Gen 2),66,formula_v10
Scuderia Ferrari,F-V10_Gen2,Formula V10 Gen2,Scuderia Forza #21,Formula 1 (V10 Gen 2),67,formula_v10
McLaren Racing,F-V10_Gen2,Formula V10 Gen2,McLean G.P. #22,Formula 1 (V10 Gen 2),68,formula_v10
McLaren Racing,F-V10_Gen2,Formula V10 Gen2,McLean G.P. #23,Formula 1 (V10 Gen 2),69,formula_v10
Williams Racing,F-V10_Gen2,Formula V10 Gen2,TAB Racing #24,Formula 1 (V10 Gen 2),71,formula_v10
Williams Racing,F-V10_Gen2,Formula V10 Gen2,TAB Racing #25,Formula 1 (V10 Gen 2),72,formula_v10
Honda Racing,F-V10_Gen2,Formula V10 Gen2,United Racing #26,Formula 1 (V10 Gen 2),73,formula_v10
Honda Racing,F-V10_Gen2,Formula V10 Gen2,United Racing #27,Formula 1 (V10 Gen 2),74,formula_v10
British Racing Motors,F-Reiza,Formula V8 Gen3,Zir-Win Motorsport #1,Formula 1 (V8 Gen 3),51,formula_reiza
British Racing Motors,F-Reiza,Formula V8 Gen3,Zir-Win Motorsport #2,Formula 1 (V8 Gen 3),52,formula_reiza
Scuderia Ferrari,F-Reiza,Formula V8 Gen3,Scuderia Forza #3,Formula 1 (V8 Gen 3),53,formula_reiza
Scuderia Ferrari,F-Reiza,Formula V8 Gen3,Scuderia Forza #4,Formula 1 (V8 Gen 3),54,formula_reiza
Racing Bulls,F-Reiza,Formula V8 Gen3,energyX Faenza #5,Formula 1 (V8 Gen 3),55,formula_reiza
Racing Bulls,F-Reiza,Formula V8 Gen3,energyX Faenza #6,Formula 1 (V8 Gen 3),56,formula_reiza
Williams Racing,F-Reiza,Formula V8 Gen3,Team Hornsey #7,Formula 1 (V8 Gen 3),57,formula_reiza
Williams Racing,F-Reiza,Formula V8 Gen3,Team Hornsey #8,Formula 1 (V8 Gen 3),58,formula_reiza
Hesketh Racing,F-Reiza,Formula V8 Gen3,Didcot Racing #9,Formula 1 (V8 Gen 3),59,formula_reiza
Hesketh Racing,F-Reiza,Formula V8 Gen3,Didcot Racing #10,Formula 1 (V8 Gen 3),60,formula_reiza
Alpine,F-Reiza,Formula V8 Gen3,Team Virystone #11,Formula 1 (V8 Gen 3),61,formula_reiza
Alpine,F-Reiza,Formula V8 Gen3,Team Virystone #12,Formula 1 (V8 Gen 3),62,formula_reiza
Team Lotus,F-Reiza,Formula V8 Gen3,Cobra Force G.P. #14,Formula 1 (V8 Gen 3),63,formula_reiza
Team Lotus,F-Reiza,Formula V8 Gen3,Cobra Force G.P. #15,Formula 1 (V8 Gen 3),64,formula_reiza
McLaren Racing,F-Reiza,Formula V8 Gen3,McLean G.P. #16,Formula 1 (V8 Gen 3),65,formula_reiza
McLaren Racing,F-Reiza,Formula V8 Gen3,McLean G.P. #17,Formula 1 (V8 Gen 3),66,formula_reiza
Mercedes-AMG,F-Reiza,Formula V8 Gen3,Starward G.P. #18,Formula 1 (V8 Gen 3),67,formula_reiza
Mercedes-AMG,F-Reiza,Formula V8 Gen3,Starward G.P. #19,Formula 1 (V8 Gen 3),68,formula_reiza
Red Bull Racing,F-Reiza,Formula V8 Gen3,energyX Racing #20,Formula 1 (V8 Gen 3),69,formula_reiza
Red Bull Racing,F-Reiza,Formula V8 Gen3,energyX Racing #21,Formula 1 (V8 Gen 3),70,formula_reiza
Reg Parnell Racing,F-Reiza,Formula V8 Gen3,Roch G.P. #22,Formula 1 (V8 Gen 3),71,formula_reiza
Reg Parnell Racing,F-Reiza,Formula V8 Gen3,Roch G.P. #23,Formula 1 (V8 Gen 3),72,formula_reiza
Aston Martin,F-Reiza,Formula V8 Gen3,Reizoil G.P. #24,Formula 1 (V8 Gen 3),73,formula_reiza
Aston Martin,F-Reiza,Formula V8 Gen3,Reizoil G.P. #25,Formula 1 (V8 Gen 3),74,formula_reiza
Red Bull Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,energyX Racing #3,Formula 1 (Hybrid Gen 1),51,formula_ultimate_2016
Red Bull Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,energyX Racing #33,Formula 1 (Hybrid Gen 1),52,formula_ultimate_2016
Scuderia Ferrari,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Scuderia Forza #5,Formula 1 (Hybrid Gen 1),53,formula_ultimate_2016
Scuderia Ferrari,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Scuderia Forza #7,Formula 1 (Hybrid Gen 1),54,formula_ultimate_2016
Mercedes-AMG,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Starward G.P. #6,Formula 1 (Hybrid Gen 1),55,formula_ultimate_2016
Mercedes-AMG,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Starward G.P. #44,Formula 1 (Hybrid Gen 1),56,formula_ultimate_2016
Honda Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,DNA-USA #8,Formula 1 (Hybrid Gen 1),57,formula_ultimate_2016
Honda Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,DNA-USA #21,Formula 1 (Hybrid Gen 1),58,formula_ultimate_2016
British Racing Motors,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Zir-Win Motorsport #9,Formula 1 (Hybrid Gen 1),59,formula_ultimate_2016
British Racing Motors,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Zir-Win Motorsport #12,Formula 1 (Hybrid Gen 1),60,formula_ultimate_2016
Team Lotus,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Cobra Foce G.P. #11,Formula 1 (Hybrid Gen 1),61,formula_ultimate_2016
Team Lotus,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Cobra Foce G.P. #27,Formula 1 (Hybrid Gen 1),62,formula_ultimate_2016
McLaren Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,McLean G.P. #14,Formula 1 (Hybrid Gen 1),63,formula_ultimate_2016
McLaren Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,McLean G.P. #22,Formula 1 (Hybrid Gen 1),64,formula_ultimate_2016
Hesketh Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Didcot Racing #19,Formula 1 (Hybrid Gen 1),65,formula_ultimate_2016
Hesketh Racing,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Didcot Racing #77,Formula 1 (Hybrid Gen 1),66,formula_ultimate_2016
Alpine,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Team Virystone #20,Formula 1 (Hybrid Gen 1),67,formula_ultimate_2016
Alpine,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,Team Virystone #30,Formula 1 (Hybrid Gen 1),68,formula_ultimate_2016
Racing Bulls,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,energyX Faenza #26,Formula 1 (Hybrid Gen 1),69,formula_ultimate_2016
Racing Bulls,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,energyX Faenza #55,Formula 1 (Hybrid Gen 1),70,formula_ultimate_2016
Haas,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,oX-HORN Racing #31,Formula 1 (Hybrid Gen 1),71,formula_ultimate_2016
Haas,F-Ultimate_Gen1,Formula Ultimate Hybrid Gen1,oX-HORN Racing #94,Formula 1 (Hybrid Gen 1),72,formula_ultimate_2016
Honda Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,DNA-US #2,Formula 1 (Hybrid Gen 2),51,formula_ultimate_2019
Honda Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,DNA-US #3,Formula 1 (Hybrid Gen 2),52,formula_ultimate_2019
Racing Bulls,F-Ultimate,Formula Ultimate Hybrid Gen2,energyX Faenza #4,Formula 1 (Hybrid Gen 2),53,formula_ultimate_2019
Racing Bulls,F-Ultimate,Formula Ultimate Hybrid Gen2,energyX Faenza #7,Formula 1 (Hybrid Gen 2),54,formula_ultimate_2019
Alpine,F-Ultimate,Formula Ultimate Hybrid Gen2,Team Virystone #5,Formula 1 (Hybrid Gen 2),55,formula_ultimate_2019
Alpine,F-Ultimate,Formula Ultimate Hybrid Gen2,Team Virystone #8,Formula 1 (Hybrid Gen 2),56,formula_ultimate_2019
Red Bull Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,energyX Racing #6,Formula 1 (Hybrid Gen 2),57,formula_ultimate_2019
Red Bull Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,energyX Racing #32,Formula 1 (Hybrid Gen 2),58,formula_ultimate_2019
Scuderia Ferrari,F-Ultimate,Formula Ultimate Hybrid Gen2,Scuderia Forza #24,Formula 1 (Hybrid Gen 2),59,formula_ultimate_2019
Scuderia Ferrari,F-Ultimate,Formula Ultimate Hybrid Gen2,Scuderia Forza #37,Formula 1 (Hybrid Gen 2),60,formula_ultimate_2019
Audi,F-Ultimate,Formula Ultimate Hybrid Gen2,Racing Edge #28,Formula 1 (Hybrid Gen 2),61,formula_ultimate_2019
Audi,F-Ultimate,Formula Ultimate Hybrid Gen2,Racing Edge #29,Formula 1 (Hybrid Gen 2),62,formula_ultimate_2019
Team Lotus,F-Ultimate,Formula Ultimate Hybrid Gen2,Scuderia Milano #42,Formula 1 (Hybrid Gen 2),63,formula_ultimate_2019
Team Lotus,F-Ultimate,Formula Ultimate Hybrid Gen2,Scuderia Milano #54,Formula 1 (Hybrid Gen 2),64,formula_ultimate_2019
Hesketh Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,Didcot Racing #53,Formula 1 (Hybrid Gen 2),65,formula_ultimate_2019
Hesketh Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,Didcot Racing #86,Formula 1 (Hybrid Gen 2),66,formula_ultimate_2019
Mercedes-AMG,F-Ultimate,Formula Ultimate Hybrid Gen2,Starward G.P. #60,Formula 1 (Hybrid Gen 2),67,formula_ultimate_2019
Mercedes-AMG,F-Ultimate,Formula Ultimate Hybrid Gen2,Starward G.P. #62,Formula 1 (Hybrid Gen 2),68,formula_ultimate_2019
McLaren Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,McLean G.P. #98,Formula 1 (Hybrid Gen 2),69,formula_ultimate_2019
McLaren Racing,F-Ultimate,Formula Ultimate Hybrid Gen2,McLean G.P. #99,Formula 1 (Hybrid Gen 2),70,formula_ultimate_2019
KTF Racing,Opala79,Chevrolet Opala Stock Cars 1979,Alencar Junior #3,Stock Car Brasil (1979),51,opala_79
KTF Racing,Opala79,Chevrolet Opala Stock Cars 1979,Carlos Andrade #5,Stock Car Brasil (1979),52,opala_79
Crown Racing,Opala79,Chevrolet Opala Stock Cars 1979,Edgard Filho #7,Stock Car Brasil (1979),53,opala_79
Crown Racing,Opala79,Chevrolet Opala Stock Cars 1979,Ricardo Oliveira #8,Stock Car Brasil (1979),54,opala_79
Pole Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Paulo Valiengo #9,Stock Car Brasil (1979),55,opala_79
Pole Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Ingo Hoffmann #10,Stock Car Brasil (1979),56,opala_79
TMG Racing,Opala79,Chevrolet Opala Stock Cars 1979,Luis Pereira #11,Stock Car Brasil (1979),57,opala_79
TMG Racing,Opala79,Chevrolet Opala Stock Cars 1979,Julio Tedesco #17,Stock Car Brasil (1979),58,opala_79
Cavaleiro Sports,Opala79,Chevrolet Opala Stock Cars 1979,Paulo Gomes #22,Stock Car Brasil (1979),59,opala_79
Cavaleiro Sports,Opala79,Chevrolet Opala Stock Cars 1979,Affonso Giaffone #26,Stock Car Brasil (1979),60,opala_79
Vogel Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Reinaldo Campello #30,Stock Car Brasil (1979),61,opala_79
Vogel Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Zeca Giaffone #31,Stock Car Brasil (1979),62,opala_79
Blau Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Joao Palhares #48,Stock Car Brasil (1979),63,opala_79
Blau Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Walter Spinelli #58,Stock Car Brasil (1979),64,opala_79
Eurofarma RC,Opala79,Chevrolet Opala Stock Cars 1979,Alfredo Menezes #61,Stock Car Brasil (1979),65,opala_79
Eurofarma RC,Opala79,Chevrolet Opala Stock Cars 1979,Walter Travaglini #62,Stock Car Brasil (1979),66,opala_79
Wokin Garra Racing,Opala79,Chevrolet Opala Stock Cars 1979,Arthur Bragantini #80,Stock Car Brasil (1979),67,opala_79
Wokin Garra Racing,Opala79,Chevrolet Opala Stock Cars 1979,Raul Boesel #81,Stock Car Brasil (1979),68,opala_79
RCM Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Mauro Sa Motta #98,Stock Car Brasil (1979),69,opala_79
RCM Motorsport,Opala79,Chevrolet Opala Stock Cars 1979,Sidney Alves #163,Stock Car Brasil (1979),70,opala_79
KTF Racing,Opala86,Chevrolet Opala Stock Cars 1986,Tepetes Bandeirante - Jose Carlos Dias #7,Stock Car Brasil (1986),52,opala_86
KTF Racing,Opala86,Chevrolet Opala Stock Cars 1986,Tepetes Bandeirante - Walter Corsi #8,Stock Car Brasil (1986),53,opala_86
Crown Racing,Opala86,Chevrolet Opala Stock Cars 1986,Refricentro - Affonso Giaffone #10,Stock Car Brasil (1986),54,opala_86
Crown Racing,Opala86,Chevrolet Opala Stock Cars 1986,Refricentro - Alencar Junior #19,Stock Car Brasil (1986),55,opala_86
Pole Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,Refricentro - Zeca Giaffone #31,Stock Car Brasil (1986),56,opala_86
Pole Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,Refricentro - Walter Travaglini #33,Stock Car Brasil (1986),57,opala_86
TMG Racing,Opala86,Chevrolet Opala Stock Cars 1986,HG - Fabio Mayor #12,Stock Car Brasil (1986),58,opala_86
TMG Racing,Opala86,Chevrolet Opala Stock Cars 1986,HG - Paulo Gomes #22,Stock Car Brasil (1986),59,opala_86
Cavaleiro Sports,Opala86,Chevrolet Opala Stock Cars 1986,Molas Hoesch - Chico Serra #13,Stock Car Brasil (1986),60,opala_86
Cavaleiro Sports,Opala86,Chevrolet Opala Stock Cars 1986,Metalpo-Combustol - Ingo Hoffmann #17,Stock Car Brasil (1986),61,opala_86
Vogel Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,Queijo Manaca - Ananias Justino #25,Stock Car Brasil (1986),62,opala_86
Vogel Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,Queijo Manaca - Laercio Justino #26,Stock Car Brasil (1986),63,opala_86
Blau Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,Agip-Blindex - Leonardode Almeida #37,Stock Car Brasil (1986),64,opala_86
Blau Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,Agip-Blindex - Lian Duarte #38,Stock Car Brasil (1986),65,opala_86
Eurofarma RC,Opala86,Chevrolet Opala Stock Cars 1986,Action - Paulo de T.Marques #51,Stock Car Brasil (1986),66,opala_86
Eurofarma RC,Opala86,Chevrolet Opala Stock Cars 1986,Action - Oscar Chanosky #52,Stock Car Brasil (1986),67,opala_86
Wokin Garra Racing,Opala86,Chevrolet Opala Stock Cars 1986,Havolion-Texaco - Luis Pereira #62,Stock Car Brasil (1986),68,opala_86
Wokin Garra Racing,Opala86,Chevrolet Opala Stock Cars 1986,Havolion-Texaco - Marcos Gracia #67,Stock Car Brasil (1986),69,opala_86
RCM Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,Dudacar - Regina Calderoni #64,Stock Car Brasil (1986),70,opala_86
RCM Motorsport,Opala86,Chevrolet Opala Stock Cars 1986,DIMEP - Dimas Pimenta #6,Stock Car Brasil (1986),51,opala_86
KTF Racing,StockCar99,Chevrolet Omega Stock Car 1999,WB Motorsport - Chico Serra #3,Stock Car Brasil (1999),52,stock_omega
KTF Racing,StockCar99,Chevrolet Omega Stock Car 1999,WB Motorsport - Carlos Falletti #6,Stock Car Brasil (1999),54,stock_omega
Crown Racing,StockCar99,Chevrolet Omega Stock Car 1999,AJ Competicoes - Adalberto Jardim #5,Stock Car Brasil (1999),53,stock_omega
Crown Racing,StockCar99,Chevrolet Omega Stock Car 1999,CA Competicoes - Carlos Alves #8,Stock Car Brasil (1999),55,stock_omega
Pole Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,Team Medley - Xandy Negrao #9,Stock Car Brasil (1999),56,stock_omega
Pole Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,Team Medley - Guto Negrao #27,Stock Car Brasil (1999),57,stock_omega
TMG Racing,StockCar99,Chevrolet Omega Stock Car 1999,Fausto Rezende #13,Stock Car Brasil (1999),58,stock_omega
TMG Racing,StockCar99,Chevrolet Omega Stock Car 1999,Newton Grillo #21,Stock Car Brasil (1999),59,stock_omega
Cavaleiro Sports,StockCar99,Chevrolet Omega Stock Car 1999,Spinelli Racing - Paulo Gomes #22,Stock Car Brasil (1999),60,stock_omega
Cavaleiro Sports,StockCar99,Chevrolet Omega Stock Car 1999,Sterilgarda MRT - Ananias Justino #25,Stock Car Brasil (1999),61,stock_omega
Vogel Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,Racing Star - Laercio Justino #26,Stock Car Brasil (1999),62,stock_omega
Vogel Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,Action Power - Luciano Zangirolami #33,Stock Car Brasil (1999),63,stock_omega
Blau Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,Boettger - Flavio Trindade #34,Stock Car Brasil (1999),64,stock_omega
Blau Motorsport,StockCar99,Chevrolet Omega Stock Car 1999,GasGas - Rodney Felicio #57,Stock Car Brasil (1999),66,stock_omega
Eurofarma RC,StockCar99,Chevrolet Omega Stock Car 1999,JF Racing - Carlos Cunha #54,Stock Car Brasil (1999),65,stock_omega
